Year,Serie,RefArea,Value
,,"ES13	0,02	_L_ES_030301_02	2021	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030301_03	2016	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030301_03	2017	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030301_03	2023	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_01	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_02	2011	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_02	2013	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_030304_03	2017	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	_L_ES_050301_01	2011	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,02	_L_ES_050301_01	2016	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,02	_L_ES_050301_01	2018	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,02	_L_ES_170301_2B	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,02	_L_ES_170301_2B	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,02	_L_ES_170301_2B	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,02	_L_ES_170301_2B	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,02	SH_HIV_INCD	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,02	SH_HIV_INCD	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030301_03	2010	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030301_03	2011	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030301_03	2012	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030301_03	2015	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030301_03	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_01	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_01	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_02	2012	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_02	2021	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_02	2022	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_030304_02	2023	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,03	_L_ES_170301_2B	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,03	_L_ES_170601_04	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_FTTH	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,03	SH_HIV_INCD	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030302_03	2020	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030302_03	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030302_03	2023	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030304_02	2017	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030304_02	2020	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,04	_L_ES_030801_01	2020	Y_GE16	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	0,05	_L_ES_030301_02	2019	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,05	_L_ES_030301_02	2020	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,05	_L_ES_030304_02	2018	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,05	_L_ES_050301_01	2014	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,05	_L_ES_170601_04	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_FTTH	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,05	SH_HIV_INCD	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,05	SH_HIV_INCD	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	_L_ES_030302_02	2021	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	_L_ES_030302_03	2019	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	_L_ES_030302_03	2021	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	_L_ES_171301_20	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Operaciones no financieras del sector administraciones públicas y sus subsectores, Ministerio de Hacienda y Función Pública				27/01/2025",
,,"ES13	0,06	SH_HIV_INCD	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	SH_HIV_INCD	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	SH_TBS_INCD	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,06	SH_TBS_INCD	2022	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,07	_L_ES_030302_03	2018	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,07	_L_ES_030702_01	2020	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,07	_L_ES_030702_01	2023	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,07	_L_ES_170601_05	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_O	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,07	SH_HIV_INCD	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,07	SH_HIV_INCD	2016	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,07	SH_HIV_INCD	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,07	SH_TBS_INCD	2023	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,08	_L_ES_030302_02	2022	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,08	_L_ES_030702_01	2014	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,08	_L_ES_030702_01	2015	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,08	_L_ES_030702_01	2016	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,08	_L_ES_170601_05	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_O	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,08	SH_HIV_INCD	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,08	SH_HIV_INCD	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,08	SH_TBS_INCD	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,08	SH_TBS_INCD	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,09	_L_ES_030301_02	2023	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,09	_L_ES_030302_03	2015	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,09	_L_ES_030302_03	2017	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,09	_L_ES_030702_01	2011	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,09	_L_ES_170601_05	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_O	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,10	_L_ES_030301_02	2018	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	_L_ES_030301_02	2022	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	_L_ES_030302_02	2019	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	_L_ES_030302_02	2023	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	_L_ES_030302_03	2014	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	_L_ES_030302_03	2016	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	SH_HIV_INCD	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	SH_TBS_INCD	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,10	SH_TBS_INCD	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,11	_L_ES_030301_02	2012	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,11	_L_ES_030301_02	2014	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,11	_L_ES_030302_02	2015	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,11	_L_ES_030302_02	2020	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
